First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Stephanie,Perry,Buy,953,MEX,CJS,Business Class,3
Kathryn,Perez,Buy,401,LAS,ELP,First Class,5
Jerry,Curtis,Buy,1131,MEX,CJS,First Class,1
Lori,Livingston,Buy,614,ELP,YYZ,First Class,7
Mark,Thompson,Buy,667,ELP,LAS,Business Class,1
Alyssa,Reese,Buy,1276,ORD,ELP,First Class,3
Kimberly,Miller,Buy,883,ELP,YYZ,Main Cabin,6
Rodney,Mcneil,Buy,1121,LAS,ELP,Business Class,5
Crystal,Walker,Buy,598,LAX,ORL,First Class,3
Melissa,Holt,Buy,1113,BOS,ELP,Business Class,8
Andrew,Campos,Buy,319,CJS,MEX,Business Class,8
Jeremy,Foster,Buy,237,LAX,ORL,First Class,6
Jeffrey,Marquez,Buy,1282,ATL,ELP,Business Class,2
Amanda,Johnson,Buy,542,ELP,DFW,Main Cabin,4
Mariah,Black,Buy,931,ELP,BOS,Business Class,5
Scar,Lion,Buy,988,HND,ELP,First Class,2
Alondra,GonzalezAyala,Buy,334,LAX,BOS,Business Class,5
Jesse,Dunn,Buy,438,ELP,CDG,Business Class,5
Monica,Sullivan,Buy,169,ELP,CDG,First Class,1
Adam,Maldonado,Buy,803,CDG,ELP,Main Cabin,2
Kevin,Boone,Buy,92,ELP,DFW,Main Cabin,6
Gabriel,Hansen,Buy,328,LAX,ORL,Business Class,1
Jose Luis,Rojas,Buy,393,BOS,ELP,Business Class,3
Molly,Cohen,Buy,1086,ELP,LAX,First Class,7
Barbara,Robertson,Buy,1175,DFW,ELP,Business Class,2
Pinocchio,Disney,Buy,1091,LAX,ELP,Business Class,4
Woody,Disney,Buy,11,LAX,ELP,First Class,7
Mary,Stevens,Buy,1184,ELP,ORD,First Class,5
Steven,Cabrera,Buy,146,ORL,LAX,Business Class,7
Michelle,Jones,Buy,471,ATL,ELP,First Class,7
Amy,Morse,Buy,1218,CJS,MEX,Business Class,5
Alexander,Carter,Buy,340,CUN,ELP,Main Cabin,6
David,Costa,Buy,68,ELP,CUN,Main Cabin,5
Derek,Lopez,Buy,971,CUN,ELP,First Class,4
John,Hill,Buy,1273,ELP,ORD,Main Cabin,4
Rhonda,Kane,Buy,226,LHR,ELP,Main Cabin,4
Rodney,Berg,Buy,889,ELP,CDG,First Class,4
Joseph,Brooks,Buy,1118,ELP,LAS,First Class,7
John,Hill,Buy,373,ELP,ORD,First Class,4
Rodney,Mcneil,Buy,626,ELP,HND,Main Cabin,7
Hayden,Mcdaniel,Buy,13,ELP,ORD,First Class,5
Peggy,Murphy,Buy,462,ELP,ORD,Business Class,4
Kaylee,Hale,Buy,1164,ELP,HND,Business Class,5
Nicole,Harvey,Buy,1096,ORD,ELP,Main Cabin,5
Benjamin,Johnson,Buy,1037,LHR,ELP,First Class,6
Emma,Padilla,Buy,80,ELP,CDG,First Class,1
Jeffrey,Walls,Buy,560,ELP,ATL,Main Cabin,6
Christopher,Robinson,Buy,1167,HND,ELP,First Class,6
Joel,Arellano,Buy,292,ATL,ELP,Business Class,1
Alyssa,Smith,Buy,630,ELP,DFW,First Class,6
Kaylee,Hale,Buy,185,DFW,ELP,Business Class,4
Erin,Barton,Buy,1129,CJS,MEX,Business Class,8
Jacob,Contreras,Buy,439,ELP,CDG,Main Cabin,5
Danielle,Conrad,Buy,1309,CJS,MEX,Main Cabin,3
Amber,Nguyen,Buy,1029,LAS,ELP,Main Cabin,5
Jose,Espinoza Gonzalez,Buy,14,ELP,ORD,Business Class,7
Ian,Rybak,Buy,522,ELP,YYZ,Main Cabin,6
Gregory,Maxwell,Buy,401,LAS,ELP,Business Class,1
Mark,Lamb,Buy,533,CDG,ELP,First Class,3
Victor,Harris,Buy,897,HND,ELP,Main Cabin,1
Nicole,Harvey,Buy,927,JFK,ELP,Main Cabin,5
Amber,Brown,Buy,782,BOS,LAX,Main Cabin,5
Diana,Matthews,Buy,875,LAX,BOS,First Class,2
Erin,Mejia,Buy,1264,DFW,ELP,Main Cabin,5
Mary,Cruz,Buy,997,ELP,LAX,Main Cabin,4
Monica,Craig,Buy,827,ORD,ELP,First Class,5
William,Hunter,Buy,795,YYZ,ELP,Business Class,6
Tyrone,Johnston,Buy,131,LAS,ELP,First Class,4
Brenda,Douglas,Buy,756,ELP,LAS,Business Class,3
Teresa,Taylor,Buy,1057,ELP,CUN,Main Cabin,2
Ashley,Wilcox,Buy,1321,BOS,LAX,First Class,4
Pluto,Disney,Buy,1028,ELP,LAS,Main Cabin,1
David,Mills,Buy,677,LHR,ELP,First Class,8
Joshua,Gomez,Buy,246,ELP,CUN,Main Cabin,7
Dorothy,Cox,Buy,426,ELP,CUN,Business Class,3
Ethan,Holmes,Buy,713,CDG,ELP,First Class,5
Victor,Anderson,Buy,177,HND,ELP,Business Class,8
Brittany,Nielsen,Buy,521,CUN,ELP,Business Class,5
Andres,Soto,Buy,243,LAX,BOS,Main Cabin,1
Jessica,Smith,Buy,716,ELP,HND,Main Cabin,8
Teresa,Taylor,Buy,896,ELP,HND,Main Cabin,4
Lisa,Gaines,Buy,567,JFK,ELP,Business Class,3
Lori,Johnson,Buy,510,BOS,LAX,First Class,5
Ashley,Frye,Buy,577,ELP,LAS,Business Class,4
Michelle,Wood,Buy,601,BOS,LAX,Main Cabin,5
Christopher,Raymond,Buy,528,ELP,CDG,Business Class,5
Ann,Rogers,Buy,525,YYZ,ELP,Business Class,1
Jacob,Norton,Buy,424,LAX,BOS,Main Cabin,4
Bobby,Gonzales,Buy,1328,ELP,CUN,First Class,2
Cynthia,Ellis,Buy,407,LHR,ELP,Business Class,4
Elizabeth,Torres,Buy,821,LAX,ELP,Main Cabin,1
Anthony,Sanchez,Buy,79,ELP,CDG,First Class,1
Jeffrey,Weiss,Buy,50,CJS,MEX,Business Class,5
Mayra,Robles,Buy,723,DFW,ELP,Main Cabin,4
Emily,Chang,Buy,1212,ELP,LHR,Main Cabin,4
William,Evans,Buy,758,ELP,LAS,Business Class,5
Laura,Williams,Buy,328,LAX,ORL,Business Class,1
David,Thomas,Buy,706,YYZ,ELP,Main Cabin,3
Anna,Gutierrez,Buy,1259,HND,ELP,First Class,8
Mark,Thompson,Buy,610,CUN,ELP,Business Class,8
Tracy,Fitzgerald,Buy,1092,ELP,ORD,First Class,4
Joanna,Trevino,Buy,105,ORD,ELP,Main Cabin,8
Evil,Queen,Buy,1143,LAX,BOS,Main Cabin,6
Jake,Mitchell,Buy,937,ELP,LAS,First Class,3
Ruben,Edwards,Buy,1010,ELP,ATL,Business Class,1
Jennifer,Smith,Buy,1231,BOS,LAX,Main Cabin,1
Karen,Thomas,Buy,929,JFK,ELP,Business Class,2
Marissa,Wagner,Buy,854,ELP,LHR,Main Cabin,7
Margaret,Smith,Buy,222,ELP,LHR,Main Cabin,5
Erika,Lopez,Buy,1119,LAS,ELP,Main Cabin,4
Dana,Miller,Buy,220,LAS,ELP,First Class,2
Michael,Moran,Buy,1291,ELP,BOS,Business Class,6
Anthony,Kramer,Buy,123,BOS,ELP,Business Class,7
Amber,Long,Buy,119,JFK,ELP,Business Class,2
James,Simpson,Buy,258,ELP,CDG,First Class,8
Darin,Porter,Buy,123,BOS,ELP,First Class,1
Paula,Wyatt,Buy,516,ELP,CUN,Business Class,8
Christian,Smith,Buy,601,BOS,LAX,First Class,1
Daniel,Romero,Buy,1018,JFK,ELP,Business Class,5
Michaela,Miranda,Buy,696,ELP,CUN,Business Class,2
Kristy,Hoover,Buy,202,ATL,ELP,First Class,8
Maria,Mccarthy,Buy,506,ORL,LAX,First Class,5
Kathryn,Perez,Buy,747,JFK,ELP,Business Class,5
Gregory,Maxwell,Buy,684,ORL,LAX,Main Cabin,2
Derek,Macias,Buy,341,CUN,ELP,First Class,5
Kelly,Yu,Buy,1296,ELP,LAS,First Class,8
Monica,Sullivan,Buy,1289,JFK,ELP,Business Class,7
Christopher,Craig,Buy,1089,LAX,ELP,Business Class,3
Tami,Weaver,Buy,463,ELP,ORD,Business Class,7
Mindy,Ross,Buy,1300,LAS,ELP,Business Class,1
Erin,Jones,Buy,1016,ELP,JFK,Business Class,5
Michelle,Wood,Buy,974,ELP,YYZ,First Class,5
James,Pittman,Buy,1286,ELP,JFK,Main Cabin,4
Ronald,Martinez,Buy,771,MEX,CJS,Business Class,6
Daniel,Mejia,Buy,290,ELP,ATL,Main Cabin,2
Luis,Johnson,Buy,184,DFW,ELP,Business Class,8
Ashley,Morales,Buy,189,LAX,ELP,First Class,8
Cruella,De Vil,Buy,428,ELP,CUN,Main Cabin,4
Doris,Mercado,Buy,1277,ORD,ELP,Business Class,1
Micheal,Sanders,Buy,1304,ELP,LHR,Business Class,8
Shane,Miller,Buy,242,BOS,LAX,Main Cabin,4
Sean,Klein,Buy,914,ELP,ORD,Business Class,1
Justin,Hawkins,Buy,55,ORL,LAX,Main Cabin,1
Ernest,Bentley,Buy,710,ELP,CDG,Business Class,1
Cheryl,Wilson,Buy,1091,LAX,ELP,Main Cabin,1
Adam,Bass,Buy,1134,ORL,LAX,Main Cabin,6
Michele,Stevens,Buy,54,ORL,LAX,First Class,1
Michael,Castillo,Buy,446,ELP,HND,Main Cabin,8
Sheri,Adams,Buy,708,ELP,CDG,First Class,6
Martin,Edwards,Buy,220,LAS,ELP,Business Class,5
Alyssa,Smith,Buy,258,ELP,CDG,Main Cabin,3
James,Simmons,Buy,1100,ELP,ATL,Main Cabin,2
Nathan,Thompson,Buy,575,BOS,ELP,Main Cabin,5
Kelly,Wilson,Buy,1058,ELP,CUN,Business Class,2
John,Davis,Buy,683,MEX,CJS,Business Class,8
Austin,Griffin,Buy,659,JFK,ELP,First Class,4
Paul,Harmon,Buy,151,BOS,LAX,First Class,3
Anthony,Kramer,Buy,1263,DFW,ELP,Business Class,6
Alberto,Villegas,Buy,161,CUN,ELP,Main Cabin,1
Thomas,Sanders,Buy,8,ELP,LAX,First Class,5
Michael,Cowan,Buy,175,ELP,HND,Business Class,3
Goofy,Disney,Buy,553,ELP,ORD,Main Cabin,5
Christina,Villanueva,Buy,607,ELP,CUN,First Class,2
Jessica,Barragan,Buy,907,ELP,LAX,First Class,5
Alyssa,Reese,Buy,636,ELP,LAX,Business Class,2
Michelle,Pruitt,Buy,963,LAX,BOS,First Class,6
Theresa,Macias,Buy,893,CDG,ELP,Main Cabin,5
Erica,Burch,Buy,1168,HND,ELP,First Class,3
Alejandro,Olivas,Buy,843,BOS,ELP,Main Cabin,5
Timothy,Jones,Buy,537,HND,ELP,Main Cabin,5
Jody,Sanchez,Buy,1251,CDG,ELP,First Class,3
Christine,Ellis,Buy,1207,ELP,LAS,Business Class,5
Susan,Davis,Buy,905,DFW,ELP,First Class,1
Daniel,Lucio,Buy,79,ELP,CDG,First Class,1
Kim,Contreras,Buy,1330,CUN,ELP,Main Cabin,1
Michelle,Maldonado,Buy,1043,MEX,CJS,Business Class,3
Ronald,Kent,Buy,1263,DFW,ELP,Business Class,5
Francisco,Vazquez,Buy,693,LAX,BOS,Business Class,8
Brandi,Gordon,Buy,692,BOS,LAX,First Class,3
Kim,Craig,Buy,574,BOS,ELP,Main Cabin,4
Carlos,Irwin,Buy,938,ELP,LAS,First Class,2
Michelle,Oliver,Buy,894,ELP,HND,Business Class,2
Craig,Espinoza,Buy,1049,LAX,ORL,Main Cabin,1
Sherry,Mora,Buy,1102,ATL,ELP,First Class,3
Carmen,Petersen,Buy,564,ELP,JFK,Main Cabin,1
Michelle,Griffin,Buy,691,BOS,LAX,First Class,2
Richard,Edwards,Buy,155,LAX,BOS,Business Class,7
Ashley,Gilmore,Buy,688,LAX,ORL,First Class,8
Pamela,Carter,Buy,105,ORD,ELP,First Class,5
Krista,Blake,Buy,1196,ELP,JFK,Main Cabin,1
Stephanie,Obrien,Buy,926,ELP,JFK,Business Class,7
Christina,Villanueva,Buy,195,ORD,ELP,Main Cabin,5
Kim,Contreras,Buy,4,DFW,ELP,Business Class,7
Samantha,Howell,Buy,413,MEX,CJS,Business Class,4
Jasmine,Ramirez,Buy,63,LAX,BOS,Business Class,1
Anna,Davis,Buy,469,ELP,ATL,First Class,2
Victoria,Martin,Buy,1052,BOS,LAX,First Class,6
Chris,Holden,Buy,736,ORD,ELP,Business Class,8
Crystal,Walker,Buy,21,ATL,ELP,First Class,7
Daniel,Foster,Buy,760,LAS,ELP,Business Class,7
Jeffrey,Delgado,Buy,959,LAX,ORL,Business Class,5
Dustin,Oliver,Buy,499,CJS,MEX,Business Class,5
Rebecca,Brown,Buy,460,LAX,ELP,First Class,6
Samantha,Thomas,Buy,424,LAX,BOS,Main Cabin,6
Barbara,Jones,Buy,431,CUN,ELP,Business Class,8
Keith,Ellis,Buy,1271,LAX,ELP,Main Cabin,5
Nathan,Thompson,Buy,903,DFW,ELP,Main Cabin,1
Samantha,Howell,Buy,520,CUN,ELP,First Class,4
Timothy,Bernard,Buy,545,DFW,ELP,First Class,7
Tiffany,May,Buy,550,LAX,ELP,First Class,6
Stacy,Maldonado,Buy,428,ELP,CUN,Main Cabin,5
Brendan,Phillips,Buy,586,LHR,ELP,First Class,4
Ryan,Mcconnell,Buy,204,ELP,JFK,Business Class,8
Karen,Zhang,Buy,210,ELP,BOS,Main Cabin,2
Doris,Mercado,Buy,457,ELP,LAX,Business Class,8
Craig,Brown,Buy,713,CDG,ELP,First Class,1
Marissa,Henry,Buy,1063,ELP,YYZ,Business Class,5
Christina,Jones,Buy,348,ELP,CDG,Main Cabin,3
Leonard,King,Buy,540,ELP,DFW,Business Class,7
Marc,Driver,Buy,142,MEX,CJS,Business Class,3
Jenny,Henry,Buy,401,LAS,ELP,Business Class,6
Amy,Mcpherson,Buy,780,BOS,LAX,Main Cabin,2
Joshua,Banks,Buy,1281,ATL,ELP,First Class,4
Crystal,Hudson,Buy,1164,ELP,HND,Business Class,8
Michelle,Rivera,Buy,906,ELP,LAX,Business Class,5
Keith,Christensen,Buy,83,CDG,ELP,First Class,7
Monica,Craig,Buy,255,YYZ,ELP,Business Class,4
Susan,Hill,Buy,97,ELP,LAX,Business Class,6
Raymond,Woodward,Buy,308,ELP,LAS,Business Class,3
Brendan,Phillips,Buy,942,ELP,LHR,Business Class,2
Dawn,King,Buy,472,ATL,ELP,First Class,6
Thomas,Elliott,Buy,1098,ELP,ATL,First Class,1
Ariel,Disney,Buy,631,ELP,DFW,Main Cabin,4
Kenneth,Davis,Buy,897,HND,ELP,Main Cabin,8
Emma,Armstrong,Buy,1037,LHR,ELP,First Class,7
Andrew,Mcclure,Buy,875,LAX,BOS,First Class,3
Erin,Barton,Buy,1335,YYZ,ELP,Main Cabin,2
Jeremy,Foster,Buy,188,ELP,LAX,Business Class,6
Renee,Bradley,Buy,348,ELP,CDG,First Class,1
Matthew,Perez,Buy,276,ELP,LAX,Business Class,4
Michael,King,Buy,1283,ATL,ELP,Business Class,2
James,Brennan,Buy,391,ELP,BOS,Business Class,3
Beth,Moss,Buy,384,ELP,JFK,Business Class,7
Justin,Wilson,Buy,263,CDG,ELP,Main Cabin,4
Linda,Bennett,Buy,788,ELP,CUN,First Class,4
Rachel,Roberson,Buy,1275,ORD,ELP,First Class,1
Kevin,Harrison,Buy,605,LAX,BOS,Business Class,4
Sariyah,Russell,Buy,487,ELP,LAS,Main Cabin,3
Heidi,Barker,Buy,351,CDG,ELP,First Class,5
Sarah,Cline,Buy,589,CJS,MEX,Main Cabin,8
Julia,Young,Buy,1020,ELP,BOS,Business Class,5
Bradley,Bell,Buy,1131,MEX,CJS,Business Class,2
Dylan,Lopez,Buy,813,DFW,ELP,Business Class,2
Mulan,Disney,Buy,156,ELP,CUN,First Class,3
Rebecca,Fisher,Buy,270,ELP,DFW,First Class,6
Darren,Gibbs,Buy,613,ELP,YYZ,First Class,6
Deborah,Hunt,Buy,210,ELP,BOS,Business Class,3
Lori,Livingston,Buy,68,ELP,CUN,First Class,6
Joseph,Macdonald,Buy,192,ELP,ORD,First Class,8
David,Brown,Buy,601,BOS,LAX,First Class,4
Seth,Rodriguez,Buy,136,LHR,ELP,First Class,8
Jermaine,Dean,Buy,531,CDG,ELP,First Class,2
Charles,Chambers,Buy,1331,CUN,ELP,Main Cabin,6
Luis,Johnson,Buy,141,MEX,CJS,Main Cabin,7
Philip,Collins,Buy,705,YYZ,ELP,Main Cabin,3
Brett,Wallace,Buy,1256,ELP,HND,Main Cabin,6
David,Summers,Buy,896,ELP,HND,First Class,6
Willie,Hobbs,Buy,1147,ELP,CUN,First Class,2
Daniel,Hampton,Buy,986,ELP,HND,First Class,3
Shannon,White,Buy,406,LHR,ELP,Main Cabin,4
Sonam,Tshering,Buy,560,ELP,ATL,Business Class,4
Dennis,Reynolds,Buy,305,BOS,ELP,First Class,8
Jack,Morgan,Buy,170,ELP,CDG,First Class,6
Jill,Henderson,Buy,530,ELP,CDG,First Class,8
David,Thomas,Buy,497,LHR,ELP,Business Class,6
Hannah,Arias,Buy,436,YYZ,ELP,Main Cabin,3
Vanessa,Carson,Buy,165,YYZ,ELP,Business Class,4
Stephanie,Kirby,Buy,570,ELP,BOS,Main Cabin,8
Jeff,Ray,Buy,574,BOS,ELP,Main Cabin,8
Ian,Islas,Buy,174,ELP,HND,First Class,5
Heather,Little,Buy,831,ATL,ELP,Main Cabin,7
Crystal,Hayes,Buy,240,BOS,LAX,Main Cabin,7
Vanessa,Watson,Buy,1275,ORD,ELP,Main Cabin,5
Alexandra,Fox,Buy,404,ELP,LHR,First Class,4
Mark,Lamb,Buy,688,LAX,ORL,Business Class,3
Alexandra,Robinson,Buy,1276,ORD,ELP,First Class,4
John,Hansen,Buy,981,CDG,ELP,First Class,5
Heidi,Page,Buy,1166,ELP,HND,First Class,8
Dylan,Harris,Buy,1057,ELP,CUN,First Class,3
Stephen,Peters,Buy,829,ELP,ATL,Main Cabin,3
Christopher,Contreras,Buy,1075,ELP,HND,Main Cabin,6
George,Proctor,Buy,470,ELP,ATL,Business Class,5
Angela,Walker,Buy,831,ATL,ELP,Main Cabin,3
Michelle,Pruitt,Buy,601,BOS,LAX,Business Class,3
Danielle,Chavez,Buy,665,BOS,ELP,Main Cabin,6
Stephanie,Harris,Buy,1114,BOS,ELP,Business Class,7
Corey,Wilson,Buy,84,ELP,HND,Business Class,4
Isabella,Gaytan,Buy,42,ELP,LHR,Business Class,2
Rodney,Moss,Buy,477,JFK,ELP,Main Cabin,8
Angelica,Bruce,Buy,538,HND,ELP,First Class,7
Kimberly,Harris,Buy,1048,LAX,ORL,First Class,2
Craig,Espinoza,Buy,1239,CUN,ELP,Main Cabin,1
Lisa,Miller,Buy,409,CJS,MEX,Main Cabin,2
Theresa,Clark,Buy,806,ELP,HND,First Class,5
Rachel,Hart,Buy,388,JFK,ELP,Main Cabin,5
Mark,Lozano,Buy,561,ATL,ELP,Business Class,2
Kenneth,Boyd,Buy,868,LAX,ORL,Main Cabin,8
Cheryl,Wilson,Buy,287,ORD,ELP,Business Class,2
Ashley,Wilcox,Buy,439,ELP,CDG,First Class,8
Michelle,Sexton,Buy,96,ELP,LAX,Main Cabin,6
Andrea,Riley,Buy,455,DFW,ELP,Business Class,5
Shawn,Lee,Buy,67,ELP,CUN,Business Class,3
Alicia,Moran,Buy,942,ELP,LHR,Main Cabin,2
Brett,Wallace,Buy,443,CDG,ELP,Main Cabin,4
Geoff,Waller,Buy,143,MEX,CJS,First Class,8
Jeffrey,Walls,Buy,148,LAX,ORL,First Class,2
Michael,Clarke,Buy,299,JFK,ELP,First Class,2
Michael,Thomas,Buy,1155,YYZ,ELP,First Class,2
Erika,Lopez,Buy,1097,ORD,ELP,Main Cabin,3
Theresa,Macias,Buy,936,ELP,LAS,First Class,4
Alberto,Villegas,Buy,261,CDG,ELP,Main Cabin,1
Miranda,Walker,Buy,80,ELP,CDG,Business Class,3
Anthony,Sims,Buy,894,ELP,HND,Business Class,7
Amanda,Miller,Buy,1266,ELP,LAX,Business Class,5
Curtis,Phillips,Buy,1252,CDG,ELP,First Class,6
Brittney,Daniel,Buy,347,YYZ,ELP,Main Cabin,6
Bryan,Arriaga,Buy,924,ELP,JFK,First Class,3
Angel,Joseph,Buy,369,LAX,ELP,First Class,7
Rodney,Moss,Buy,1126,LHR,ELP,First Class,1
Heather,Robbins,Buy,60,BOS,LAX,Business Class,3
Brian,RodilesDelgado,Buy,46,LHR,ELP,Business Class,6
Richard,Sullivan,Buy,410,CJS,MEX,First Class,1
Jennifer,Smith,Buy,737,ORD,ELP,Main Cabin,1
Robin,Watson,Buy,439,ELP,CDG,Main Cabin,6
James,Morgan,Buy,784,LAX,BOS,First Class,5
Julia,Young,Buy,836,ELP,JFK,First Class,6
Cory,Byrd,Buy,815,DFW,ELP,First Class,4
Andrea,Villagomez,Buy,706,YYZ,ELP,Business Class,6
Erica,Harrison,Buy,413,MEX,CJS,Main Cabin,7
Derek,Irwin,Buy,47,LHR,ELP,First Class,4
Austin,Griffin,Buy,257,YYZ,ELP,Main Cabin,7
Crystal,Johnson,Buy,629,HND,ELP,First Class,2
Melissa,Mccormick,Buy,1346,ELP,HND,First Class,5
Brian,Jensen,Buy,1005,ORD,ELP,Business Class,2
Tammy,Waters,Buy,551,LAX,ELP,Main Cabin,2
Bryan,Arriaga,Buy,608,ELP,CUN,First Class,8
Joseph,Brooks,Buy,1007,ORD,ELP,Business Class,3
Cheryl,Wilson,Buy,1235,LAX,BOS,Business Class,7
Daniel,Olson,Buy,838,JFK,ELP,First Class,1
Joseph,Lewis,Buy,1316,ORL,LAX,Main Cabin,6
Thomas,King,Buy,1001,LAX,ELP,First Class,1
Alexandra,Robinson,Buy,263,CDG,ELP,Business Class,2
Diana,Valles,Buy,449,HND,ELP,Main Cabin,8
Debra,Raymond,Buy,888,ELP,CDG,Main Cabin,3
Crystal,Johnson,Buy,1179,LAX,ELP,Business Class,3
Brittany,Hawkins,Buy,881,CUN,ELP,First Class,3
Monica,Craig,Buy,169,ELP,CDG,Business Class,1
Cesar,Jones,Buy,1112,ELP,BOS,Main Cabin,4
Ashley,Gilmore,Buy,844,BOS,ELP,Main Cabin,8
Lisa,Yu,Buy,869,LAX,ORL,Business Class,1
Alejandro,Olivas,Buy,196,ORD,ELP,First Class,2
Andrew,Hall,Buy,360,ELP,DFW,First Class,1
Carmen,Hays,Buy,1048,LAX,ORL,First Class,8
Edward,Molina,Buy,137,LHR,ELP,Main Cabin,8
Teresa,Taylor,Buy,865,ORL,LAX,Main Cabin,5
Kayla,Morgan,Buy,939,LAS,ELP,Main Cabin,5
Christopher,Wright,Buy,543,DFW,ELP,Business Class,7
Nicole,Hart,Buy,1010,ELP,ATL,First Class,7
Darrell,Jones,Buy,72,ELP,YYZ,First Class,8
Linda,Rodriguez,Buy,466,ORD,ELP,Main Cabin,4
Phillip,Meyer,Buy,912,ELP,ORD,Business Class,5
Jamie,Hernandez,Buy,1000,LAX,ELP,Main Cabin,7
Mufassa,Disney,Buy,198,ELP,ATL,First Class,1
Michael,Clarke,Buy,368,ELP,LAX,Main Cabin,7
Kathryn,Perez,Buy,1305,LHR,ELP,Main Cabin,2
Travis,Mcdonald,Buy,322,MEX,CJS,Main Cabin,6
Jorge,Haley,Buy,955,ORL,LAX,First Class,8
William,Wolf,Buy,1110,ELP,BOS,Main Cabin,7
Brooke,Padilla,Buy,1009,ELP,ATL,First Class,6
Deborah,Scott,Buy,532,CDG,ELP,First Class,1
Robert,Flores,Buy,379,ELP,ATL,Business Class,5
Juan,Brock,Buy,1042,MEX,CJS,Business Class,5
Jacqueline,Dunn,Buy,1069,ELP,CDG,First Class,5
Marc,Driver,Buy,371,LAX,ELP,Main Cabin,6
Katherine,Mcdonald,Buy,620,ELP,CDG,Business Class,6
Gregory,Carr,Buy,876,ELP,CUN,Business Class,8
Allen,Arnold,Buy,250,CUN,ELP,Main Cabin,8
Thomas,Stevenson,Buy,277,ELP,LAX,Business Class,3
Brandi,Gordon,Buy,309,LAS,ELP,First Class,1
Samantha,Thomas,Buy,986,ELP,HND,Main Cabin,3
Karl,Davis,Buy,842,ELP,BOS,Main Cabin,2
Monica,Davenport,Buy,54,ORL,LAX,Business Class,5
Marc,Driver,Buy,1160,ELP,CDG,First Class,7
Brendan,Phillips,Buy,282,ELP,ORD,Main Cabin,2
Molly,Cohen,Buy,705,YYZ,ELP,Main Cabin,6
Ashley,Jones,Buy,1159,ELP,CDG,First Class,1
Laura,Smith,Buy,1147,ELP,CUN,Main Cabin,5
Jamie,Hernandez,Buy,58,LAX,ORL,First Class,1
Ernest,Bentley,Buy,569,JFK,ELP,First Class,4
Christina,Walker,Buy,797,YYZ,ELP,Main Cabin,8
Dustin,Oliver,Buy,568,JFK,ELP,Main Cabin,7
Susan,Hill,Buy,1320,BOS,LAX,Business Class,2
Jessica,Ramirez,Buy,263,CDG,ELP,Main Cabin,1
Jennifer,Jones,Buy,81,CDG,ELP,Business Class,5
Hannah,Arias,Buy,80,ELP,CDG,First Class,3
Kathleen,Hines,Buy,332,BOS,LAX,Business Class,8
Benjamin,Johnson,Buy,749,JFK,ELP,Business Class,4
Ashley,Romero,Buy,1293,BOS,ELP,First Class,7
Victoria,Moses,Buy,832,ATL,ELP,Business Class,5
Craig,Oconnell,Buy,591,MEX,CJS,Main Cabin,2
Ashley,Magallanes,Buy,490,LAS,ELP,First Class,2
Robert,Wu,Buy,338,ELP,CUN,Main Cabin,6
Craig,Oconnell,Buy,613,ELP,YYZ,First Class,8
Matthew,Mason,Buy,76,YYZ,ELP,First Class,7
Elizabeth,Castillo,Buy,324,ORL,LAX,Business Class,4
Destiny,Ferguson,Buy,665,BOS,ELP,Main Cabin,3
Joanna,Knight,Buy,189,LAX,ELP,Main Cabin,4
Anita,Fletcher,Buy,319,CJS,MEX,First Class,3
Craig,Fleming,Buy,1315,ORL,LAX,Main Cabin,1
James,Mitchell,Buy,794,ELP,YYZ,First Class,5
Hercules,Disney,Buy,266,ELP,HND,Business Class,8
Emma,Armstrong,Buy,208,JFK,ELP,Main Cabin,7
Sherry,Mora,Buy,319,CJS,MEX,Business Class,5
Timothy,Romero,Buy,625,ELP,HND,First Class,4
Kaa,Disney,Buy,547,ELP,LAX,First Class,1
Richard,Vargas,Buy,806,ELP,HND,Main Cabin,7
Sean,Klein,Buy,116,ELP,JFK,First Class,2
Jose Luis,Rojas,Buy,228,CJS,MEX,Main Cabin,7
George,Gilbert,Buy,196,ORD,ELP,Business Class,6
Leroy,Walters,Buy,301,ELP,BOS,Main Cabin,3
Brandon,CartwrightLi,Buy,1063,ELP,YYZ,Business Class,3
Denisse,LoyaVillalobos,Buy,1227,LAX,ORL,Business Class,2
Lisa,Stafford,Buy,412,MEX,CJS,Business Class,4
Kaylee,Patterson,Buy,1327,ELP,CUN,Business Class,4
Molly,Cohen,Buy,575,BOS,ELP,First Class,4
Jennifer,Smith,Buy,671,LAS,ELP,Business Class,6
Rick,Parrish,Buy,308,ELP,LAS,First Class,6
Miguel,Lucero,Buy,315,LHR,ELP,Main Cabin,7
Amy,Mcpherson,Buy,1100,ELP,ATL,Business Class,3
Elizabeth,Castillo,Buy,992,ELP,DFW,Business Class,2
Cassandra,Cook,Buy,292,ATL,ELP,Business Class,7
Samantha,Thomas,Buy,10,LAX,ELP,Business Class,2
David,Summers,Buy,294,ELP,JFK,Main Cabin,6
Donald,Duck,Buy,292,ATL,ELP,First Class,6
Carol,Elliott,Buy,110,ELP,ATL,First Class,4
Diana,Garcia,Buy,1320,BOS,LAX,Main Cabin,4
Kelly,Jordan,Buy,483,BOS,ELP,Business Class,7
Diana,Matthews,Buy,83,CDG,ELP,First Class,5
Christina,Valtierra,Buy,339,CUN,ELP,Main Cabin,8
Kayla,Mahoney,Buy,796,YYZ,ELP,Main Cabin,5
